,Coordinates.ra,Coordinates.dec,a26,b/a,AB,FUVmag,Bmag,Hamag,Kmag,21mag,TType,RVel,Dis,A26,inc,Vm,AB_int,SBB,logKLum,logM26,logMHI,VLG,Theta1,Theta5,Thetaj,mag_B,e_mag_B,mag_FUV,e_mag_FUV,mag_HI,e_mag_HI,mag_Ha,e_mag_Ha,mag_Ks,e_mag_Ks,cz,e_cz,W50,e_W50,DM,e_DM,SFRHa,PHa,FHa,SFRFUV,PFUV,FFUV,BMag,KLum,M26,MHI,SFR_0,StellarMass,av_SFR_theor,M_g
e_cz,0.052866872057187424,0.031020791188158592,-0.04091921640468643,0.028838654365248056,-0.050267897992367236,0.080745464029328,0.07778167456743508,0.01052849402767401,0.09133495850023167,0.07110131203656235,-0.023440239922004516,0.045905172970852226,0.11603464805636797,-0.03435404687979113,-0.04805080127775229,0.09049896838098294,-0.02878197009025946,-0.08992073650607994,0.02223914962538486,0.15013510142563624,0.03989017593069651,0.030646321389535405,0.049749930459505994,0.047089039146653654,0.03757184921474958,0.0781519406249932,0.02484765182061158,0.08083151590283054,0.08207801366069756,0.07136748770881764,0.4317989305054752,0.01134527426675675,-0.04257712516951446,0.04276711614105939,-0.03225918252889385,0.04444821012097917,1.0,0.0955842699401972,0.2291545402413386,0.1274913123022413,-0.00404136321671319,0.04095471648997674,0.05204328644569254,-0.13624739518594284,-0.0018520045535669835,-0.03050935753166316,-0.036995546828966226,-0.007488869850002902,-0.015984941078247224,0.03896951829833921,-0.01085446274211495,0.011135214649938312,-0.01598494107824726,-0.015984941078247245,-0.010854462742114955
W50,0.022614143450826293,-0.05508461253846847,0.10256275758586639,-0.2933492493095773,0.025669654593083197,-0.5553936884224946,-0.6217460140320772,-0.5953925188451594,-0.6427833463682013,-0.5976177542846995,-0.1630573749879257,0.11717273420748664,0.17880071610803447,0.8229555274620348,0.13631086578400645,0.943156706664618,0.8306049818280005,-0.3701892841484164,0.7259363804669035,0.7708707618326311,0.5405147624879488,0.1018917475274417,-0.03171199613209488,-0.03101742148680738,-0.03835473228266481,-0.6218065593592577,-0.11719834280543945,-0.5559630765296761,-0.16208253670299944,-0.6004572344126647,-0.1940805601040638,-0.5952603699977509,0.0032799584532117432,-0.7159719859998748,-0.394655273809579,0.1158051220786831,0.0955842699401972,1.0,0.2900757340786193,0.18134045061347964,0.00973117935698522,0.5812114054473037,0.09845914343021342,-0.3705905613417759,0.5486931020730639,0.015361273099524538,-0.3449078967980722,-0.6941859482938958,0.7554873757272859,0.7784739175540071,0.5262380447932996,0.562083420978405,0.7554873757272857,0.7554873757272857,0.5262380447932996
e_W50,0.029625864850908023,-0.19603743767339182,0.03352317157986017,-0.10223705984374142,0.010969363030777992,-0.2187950586339418,-0.1980426046655527,-0.1850896369305975,-0.2177337333499032,-0.19930196009222992,-0.056383090730613844,-0.020659772862163184,-0.049468131916979984,0.20966283426157972,0.03231315202611589,0.3002090684360602,0.24281426744727724,-0.086121770449158,0.18320834314076295,0.27552108728806474,0.12788145938009798,-0.07735095620565396,-0.02504672199532835,-0.028859719525194102,-0.04844716199387158,-0.19805907646273058,0.01087262449170847,-0.21889429302786717,-0.03877725756509893,-0.1991412976060291,0.5840698094826113,-0.18496914947190227,0.0722167413538019,-0.24505054200288526,-0.06736898946606927,-0.021182598009552935,0.2291545402413386,0.2900757340786193,1.0,-0.0004950537149434739,-0.06242855637784955,0.11476684518806031,-0.04100905123903251,-0.12240896336534807,0.1527771708995501,0.005891779841884675,-0.17896180200276127,-0.17200433132217977,0.16860315445246446,0.22781568377318984,0.12050013091343238,0.1287338103954263,0.1686031544524641,0.16860315445246424,0.12050013091343224
DM,0.05462585150398809,0.11340451624922473,-0.2995830182296598,-0.03381908819814847,-0.0076857040867175565,-0.10831433842095951,0.19034407773104786,-0.1943456503187946,0.2565306733578073,0.017959227562531686,0.3262700000368585,0.5950522092539106,0.7718285454634787,0.15377154557257816,-0.04740830059034012,0.212038987073119,0.07305181472254263,-0.4186659301176986,0.5065115761233342,0.48733621841804386,0.6849452711368489,0.6423503762191356,-0.39816545630623873,-0.4074689253187893,-0.19876799391346958,0.19018620921886814,-0.16459011784279323,-0.10862157905331644,-0.26098865018192385,0.034652895655316096,-0.09150524498804763,-0.19408895720760894,-0.07478309605611497,0.12345654725232816,-0.18236462833476333,0.595687258486692,0.1274913123022413,0.18134045061347964,-0.0004950537149434739,1.0,0.03071985750582149,0.6056828940984204,0.4263239667460268,-0.2828376352457155,0.5487820149452792,0.377325867032278,-0.28025216778368894,-0.4787269159499341,0.06689998567461032,0.05875295090981782,0.0745785746242291,0.5472984729117892,0.06689998567461031,0.06689998567461025,0.0745785746242291
e_DM,0.10357754409992893,0.014606727686829375,-0.028476272192239704,0.07692268828581834,-0.0052333156723119905,0.10564359911845574,0.08644478653247169,0.07672992044970828,0.07367404909043258,0.08519220515518808,-0.0651445126280424,0.12424520767796486,0.15568495830017698,-0.02669141499507386,-0.06734370302488786,0.019763469317264918,-0.005574721721706902,-0.0011912031656215807,-0.03520644710433174,-0.006179276956424386,-0.018286687180161004,0.15322977929775394,0.019846049012996393,0.022648503351060213,-0.005661042929178087,0.08658467712399558,0.02921656600549243,0.10564436264431186,0.0769753249513089,0.08357446718867999,-0.17097306850277458,0.07693559139058342,-0.0027970638230734534,-0.013873712812480246,-0.10626266223472855,0.12398289824526275,-0.00404136321671319,0.00973117935698522,-0.06242855637784955,0.03071985750582149,1.0,-0.040886195607915524,0.0059462512758390335,-0.018998897097243873,-0.058050007633496915,-0.018611921265102024,0.024145042800064798,0.05545618945498685,-0.0026750945205210675,-0.0055319811221432955,-0.008263525315972277,-0.04473276521093288,-0.0026750945205210683,-0.0026750945205210657,-0.008263525315972282
SFRHa,0.09333263291431537,-0.1777179006072905,0.11711536167600271,-0.2556923962701442,0.09875239074546213,-0.8304628428752092,-0.6114410922029545,-0.8912856380730021,-0.5170047496548502,-0.6860692826011121,0.4372228418571843,0.41187683191246355,0.4433008890381328,0.6112905061663279,0.10727803316350847,0.6034267752146522,0.434088619885032,-0.621900283225821,0.8304114550464184,0.8341655182720626,0.9016446593411999,0.3729584880889872,-0.37197262042770923,-0.37594560422492784,-0.28913889562747946,-0.6117440836876341,-0.24585103520230336,-0.8306836202452587,-0.4340869332220167,-0.6867665984362025,-0.35519455050819665,-0.8911745693497285,-0.13366964765943387,-0.5236829241616343,-0.31178629789391904,0.41187683191246355,0.04095471648997674,0.5812114054473037,0.11476684518806031,0.6056828940984204,-0.040886195607915524,1.0,0.7068589746770784,-0.7776553856536285,0.950227457890742,0.5644898080654526,-0.6300121988855587,-0.8885546751566356,0.32748325529234706,0.30707139590182503,0.41383874819280014,0.9897867643288227,0.32748325529234695,0.3274832552923466,0.41383874819279987
PHa,0.033760272566980165,-0.04816773036683217,0.027423063006569097,-0.16716136924273153,-0.005035637045095179,-0.543907162428896,-0.08631224121299055,-0.6502354587311949,0.08003625074973339,-0.3837549783766101,0.6793984568199538,0.24410178589927942,0.2749289894782491,0.1276550978073374,0.07348078531667875,0.10699602901482586,0.10261554441518585,-0.3137464649946789,0.19288919316501504,0.34927989741126303,0.5757475434003247,0.234065868587341,-0.37874839294235724,-0.381003921185053,-0.3362989972100328,-0.08656514633015286,-0.16082075349318023,-0.5438764126590799,-0.36706646687411326,-0.38429313689675415,-0.19025150741248822,-0.6497340228930478,-0.30893748482111294,0.23778045715915067,0.08312000862233801,0.24410178589927942,0.05204328644569254,0.09845914343021342,-0.04100905123903251,0.4263239667460268,0.0059462512758390335,0.7068589746770784,1.0,-0.6608420073913781,0.618007303985465,0.8322458459252406,-0.4312037335846023,-0.32168205181471055,-0.09115553437734142,-0.03497999315247378,0.10308631814542941,0.6787934412368073,-0.09115553437734127,-0.0911555343773411,0.10308631814542946
FHa,-0.07850426430600876,0.058420873718791705,-0.09137332592166693,0.09018166489729962,-0.06216947238943027,0.5621373120849629,0.449891240684276,0.7626927618378964,0.41297710671072707,0.3035416077301414,-0.1327044333492675,-0.187477959774233,-0.15981994587364798,-0.37470562008656705,-0.00506751873536539,-0.39186464974125557,-0.2630334621662899,0.5242512226021189,-0.5603787659732077,-0.49987905249241443,-0.42927539160009237,-0.1660875478613502,0.2036012924486653,0.20270373590837984,0.1698691418284963,0.45001161621326674,0.059194371006906416,0.5621736378421449,0.28120170112946213,0.30397704366148287,-0.11078995949267058,0.7626196449430432,0.35985450230555666,0.349609276190743,0.263160194388331,-0.187477959774233,-0.13624739518594284,-0.3705905613417759,-0.12240896336534807,-0.2828376352457155,-0.018998897097243873,-0.7776553856536285,-0.6608420073913781,1.0,-0.6216855992535415,-0.3034354329404503,0.6943461577298757,0.589818641850169,-0.24154743868583495,-0.22984772267947462,-0.18497655580997205,-0.7195904143901863,-0.24154743868583467,-0.24154743868583503,-0.18497655580997216
SFRFUV,0.0054736179668237505,0.054969350062611784,0.15768179454666756,-0.3575892480577709,-0.03168939068986539,-0.8803229259865337,-0.6405610211636733,-0.8406788229658716,-0.4892577150320829,-0.6860232184300686,0.5643961870681029,0.33529058621920305,0.374678702756502,0.6180692324833643,0.23009143002945726,0.5438221511300777,0.4445562071913001,-0.5956727254892279,0.8137613084578948,0.8083578043794734,0.912725007847122,0.34639824932338104,-0.4437718274435854,-0.44251635164833947,-0.3395098664172843,-0.6407277302691559,-0.13544586859012128,-0.8804773142891427,-0.5791027472472706,-0.6867980279864844,-0.2679252551267181,-0.8405915788468341,-0.13768650897150786,-0.6266012751603057,-0.33315139663783117,0.33429558868036696,-0.0018520045535669835,0.5486931020730639,0.1527771708995501,0.5487820149452792,-0.058050007633496915,0.950227457890742,0.618007303985465,-0.6216855992535415,1.0,0.7183254294750331,-0.7596925571186125,-0.8995479761118077,0.33492609253555794,0.28651123113797233,0.3946771738837145,0.991805340817143,0.33492609253555716,0.3349260925355564,0.39467717388371426
PFUV,-0.03148376218476619,0.09292743550256721,-0.07796979029030385,-0.2974794471826926,-0.05023258801067967,-0.6625004530324489,-0.15301234637692637,-0.47953037194556725,0.0789112080993944,-0.3765743206866879,0.7819298806034403,0.20233373426604265,0.20133344237944842,0.15948315754454145,0.22652791315541823,-0.008198715567626956,0.12898257258794418,-0.3013931236206734,0.1802103343086118,0.27621064988399624,0.6168562972241638,0.2358495826314877,-0.39800284404929015,-0.3997309044509116,-0.3381560795673341,-0.15313900634774272,-0.055753740171200716,-0.6626913290122286,-0.5462958323909605,-0.37712493113194134,0.009194306469608697,-0.47925096976046766,-0.28838787667293986,0.2969300687385936,0.22655400902282335,0.20054013391921657,-0.03050935753166316,0.015361273099524538,0.005891779841884675,0.377325867032278,-0.018611921265102024,0.5644898080654526,0.8322458459252406,-0.3034354329404503,0.7183254294750331,1.0,-0.6433417518425423,-0.36226736190431874,-0.04087593906600255,-0.1136920111545764,0.0982095335998344,0.6961973923891343,-0.0408759390660025,-0.040875939066002474,0.09820953359983439
FFUV,0.005872166408036278,-0.23776602315958123,-0.09639390051825399,0.27690116163151124,0.0849460061871046,0.7946420075669556,0.5612694448323997,0.5892251973211359,0.40438268030244556,0.33011128559622865,-0.5166768053778633,-0.11980195069931128,-0.1868432622784376,-0.3860110833057816,-0.20130847733140764,-0.32793905935969625,-0.2915212786277176,0.5967813801244741,-0.5605536651036546,-0.45064975759740844,-0.42770302674539357,-0.13561038865261993,0.337550598464065,0.3325449390102089,0.31232699945354886,0.5612669534490272,0.07470950093288223,0.7949470328472453,0.5298848059933615,0.3306587351580471,-0.2319421912457587,0.5890280683721927,0.33834316328987474,0.38468552995899347,0.18605146950269133,-0.11750007139713353,-0.036995546828966226,-0.3449078967980722,-0.17896180200276127,-0.28025216778368894,0.024145042800064798,-0.6300121988855587,-0.4312037335846023,0.6943461577298757,-0.7596925571186125,-0.6433417518425423,1.0,0.6548241997335686,-0.22482920214216326,-0.19259595277646904,-0.19167065393312346,-0.7320160183994229,-0.22482920214216323,-0.2248292021421633,-0.1916706539331233
BMag,-0.014829253628155152,0.0005622284343179749,-0.13419644179238008,0.3177070120267924,-0.16330171122377557,0.7819313802804926,0.7720167200160816,0.7690890250558925,0.7006693068020058,0.6874326628183599,-0.3667718401973005,-0.34120956655669615,-0.3633435344204042,-0.7143926699532209,-0.19252606357548327,-0.6969996191113302,-0.5015263711030249,0.650748113667836,-0.9704632050125822,-0.898972992975591,-0.8534596303574972,-0.32723390116666046,0.33378906988876106,0.33213285509906165,0.2348952450870373,0.7721252435508875,0.1526521446820992,0.7820641480299485,0.41506240481910156,0.6881531813102919,0.26412046740956285,0.769225237080076,-0.005298435962346753,0.8267982354687501,0.45821713766045336,-0.34088522893596407,-0.007488869850002902,-0.6941859482938958,-0.17200433132217977,-0.4787269159499341,0.05545618945498685,-0.8885546751566356,-0.32168205181471055,0.589818641850169,-0.8995479761118077,-0.36226736190431874,0.6548241997335686,1.0,-0.4391676496020069,-0.4063797409188423,-0.4643171785388238,-0.8974035013539532,-0.43916764960200605,-0.4391676496020066,-0.46431717853882293
KLum,-0.020892191819819175,0.003040482781198274,0.08776254483392475,-0.08093726229458323,0.0983631436412666,-0.3199763832472349,-0.4050813067350703,-0.3311588201881479,-0.4751423245197634,-0.3415264040241728,-0.07370186697295272,0.044190920991328965,0.06853221390326059,0.7046374913768213,0.03173435977006776,0.7613421515724362,0.5236833688626671,-0.23693671555012796,0.4732754518607598,0.4495091100477741,0.29383855644030116,0.04073530702222914,0.015195335478236385,0.01722781138365959,-0.011622329734214537,-0.4049747122207237,-0.0188287575021219,-0.32007611695821164,-0.06640430928019163,-0.3419284226130862,-0.15073324758326553,-0.3313764548400944,0.07152781833494455,-0.6283568730491553,-0.2726813559303677,0.04544046773046566,-0.015984941078247224,0.7554873757272859,0.16860315445246446,0.06689998567461032,-0.0026750945205210675,0.32748325529234706,-0.09115553437734142,-0.24154743868583495,0.33492609253555794,-0.04087593906600255,-0.22482920214216326,-0.4391676496020069,1.0,0.8304604107635238,0.5101582869993931,0.3242279788537913,0.9999999999999998,1.0000000000000004,0.5101582869993933
M26,0.015604599899185381,-0.020643271093642484,0.11177965385091619,-0.04676419860405137,0.01750540657642934,-0.3097322011755066,-0.42085176602873225,-0.3536589189623902,-0.4563162674010457,-0.33296163895757636,-0.21465372301224042,0.03783297761830813,0.04409588847342574,0.6936796543564636,-0.013401387649591702,0.8078782617032222,0.5220729576852596,-0.18622466007827831,0.43664684696714706,0.43164515230063943,0.2683341389097731,0.02798329911510171,0.07321052638780112,0.07487367416548818,0.0164143368133055,-0.42057227819359166,-0.023768918850686174,-0.3103555926661518,-0.06365558397178867,-0.33374185773351933,-0.13976595449328835,-0.3537141633437065,0.10783357007465719,-0.5656136565716846,-0.26631208669656514,0.038548845914421,0.03896951829833921,0.7784739175540071,0.22781568377318984,0.05875295090981782,-0.0055319811221432955,0.30707139590182503,-0.03497999315247378,-0.22984772267947462,0.28651123113797233,-0.1136920111545764,-0.19259595277646904,-0.4063797409188423,0.8304604107635238,1.0,0.5064369543310937,0.2865983511153587,0.8304604107635248,0.8304604107635246,0.5064369543310939
MHI,0.014339634142439925,0.015997696084567678,0.10274597479642324,-0.08239029525467646,0.03423781689068142,-0.39872071841296886,-0.43032362009572867,-0.4208885891428956,-0.451002814530647,-0.4985664487358668,-0.03386605105813414,0.01198970738130023,0.08378212691412687,0.7400787223496841,-0.011271152256604447,0.5661839036839663,0.4293315351555261,-0.18578289060207703,0.46765330363092195,0.4728860325426412,0.4139752049552992,0.033391250058555144,-0.01074242904338956,-0.00960190670704637,-0.04882131658384573,-0.43022322580735856,-0.023275423722439823,-0.39898529248184267,-0.049513598582715264,-0.4954500046213473,-0.1723922234247674,-0.42123473472813655,-0.021268393166538474,-0.48049205460228867,-0.2227273325988547,0.01144636231864974,-0.01085446274211495,0.5262380447932996,0.12050013091343238,0.0745785746242291,-0.008263525315972277,0.41383874819280014,0.10308631814542941,-0.18497655580997205,0.3946771738837145,0.0982095335998344,-0.19167065393312346,-0.4643171785388238,0.5101582869993931,0.5064369543310937,1.0,0.4006758147365346,0.510158286999393,0.5101582869993933,0.9999999999999994
SFR_0,0.0013336048652186753,0.012829891961016578,0.10066994240235301,-0.3418676868418158,0.13192710073953648,-0.8616196812825119,-0.6109202886467354,-0.8728209513598055,-0.4867423773796607,-0.6768314180096733,0.5493951484310505,0.35514434638894793,0.3825729553689254,0.6195821331388406,0.21046437650349178,0.5612091741945626,0.44346569818888537,-0.6101301915790887,0.8191185098494471,0.8188609474568576,0.9118500661678258,0.3548975639302244,-0.4204615511703067,-0.42008825354626894,-0.3253097467138964,-0.6110406090725695,-0.1211592157217673,-0.8617881645407132,-0.5480753686821257,-0.677514396168389,-0.295581911049115,-0.8727063365726385,-0.13045775392168937,-0.5582997163616248,-0.2962359562605975,0.3543216020894925,0.011135214649938312,0.562083420978405,0.1287338103954263,0.5472984729117892,-0.04473276521093288,0.9897867643288227,0.6787934412368073,-0.7195904143901863,0.991805340817143,0.6961973923891343,-0.7320160183994229,-0.8974035013539532,0.3242279788537913,0.2865983511153587,0.4006758147365346,1.0,0.32422797885379145,0.3242279788537913,0.40067581473653524
StellarMass,-0.02089219181981921,0.0030404827811982603,0.08776254483392486,-0.0809372622945834,0.09836314364126678,-0.3199763832472346,-0.40508130673507003,-0.33115882018814763,-0.4751423245197634,-0.3415264040241722,-0.07370186697295286,0.044190920991328986,0.06853221390326067,0.7046374913768237,0.03173435977006779,0.7613421515724351,0.5236833688626671,-0.23693671555012855,0.4732754518607607,0.4495091100477742,0.29383855644030055,0.04073530702222905,0.015195335478236333,0.017227811383659548,-0.011622329734214558,-0.40497471222072334,-0.018828757502121884,-0.32007611695821103,-0.06640430928019166,-0.34192842261308537,-0.1507332475832656,-0.33137645484009404,0.07152781833494445,-0.6283568730491561,-0.27268135593036735,0.04544046773046572,-0.01598494107824726,0.7554873757272857,0.1686031544524641,0.06689998567461031,-0.0026750945205210683,0.32748325529234695,-0.09115553437734127,-0.24154743868583467,0.33492609253555716,-0.0408759390660025,-0.22482920214216323,-0.43916764960200605,0.9999999999999998,0.8304604107635248,0.510158286999393,0.32422797885379145,1.0,1.0000000000000018,0.5101582869993928
av_SFR_theor,-0.020892191819819234,0.003040482781198256,0.0877625448339249,-0.08093726229458337,0.09836314364126669,-0.3199763832472347,-0.4050813067350712,-0.331158820188148,-0.47514232451976396,-0.3415264040241724,-0.07370186697295306,0.04419092099132903,0.06853221390326082,0.7046374913768239,0.03173435977006789,0.7613421515724365,0.5236833688626671,-0.23693671555012827,0.47327545186076175,0.4495091100477734,0.29383855644030027,0.04073530702222905,0.015195335478236321,0.017227811383659572,-0.01162232973421453,-0.4049747122207241,-0.018828757502121877,-0.320076116958212,-0.06640430928019164,-0.3419284226130863,-0.15073324758326562,-0.33137645484009415,0.07152781833494441,-0.6283568730491557,-0.27268135593036774,0.04544046773046564,-0.015984941078247245,0.7554873757272857,0.16860315445246424,0.06689998567461025,-0.0026750945205210657,0.3274832552923466,-0.0911555343773411,-0.24154743868583503,0.3349260925355564,-0.040875939066002474,-0.2248292021421633,-0.4391676496020066,1.0000000000000004,0.8304604107635246,0.5101582869993933,0.3242279788537913,1.0000000000000018,1.0,0.5101582869993928
M_g,0.014339634142439921,0.015997696084567668,0.10274597479642318,-0.08239029525467641,0.03423781689068145,-0.3987207184129681,-0.43032362009572783,-0.4208885891428948,-0.4510028145306474,-0.498566448735866,-0.03386605105813417,0.0119897073813002,0.08378212691412676,0.7400787223496844,-0.01127115225660441,0.5661839036839658,0.4293315351555258,-0.18578289060207684,0.46765330363092195,0.47288603254264056,0.41397520495529855,0.03339125005855511,-0.010742429043389564,-0.009601906707046375,-0.04882131658384581,-0.4302232258073576,-0.023275423722439834,-0.39898529248184267,-0.04951359858271534,-0.4954500046213458,-0.17239222342476734,-0.4212347347281361,-0.021268393166538516,-0.4804920546022887,-0.22272733259885463,0.011446362318649754,-0.010854462742114955,0.5262380447932996,0.12050013091343224,0.0745785746242291,-0.008263525315972282,0.41383874819279987,0.10308631814542946,-0.18497655580997216,0.39467717388371426,0.09820953359983439,-0.1916706539331233,-0.46431717853882293,0.5101582869993933,0.5064369543310939,0.9999999999999994,0.40067581473653524,0.5101582869993928,0.5101582869993928,1.0
